133.49,-145.79,35.122,201.95,11.281,317.56,-225.2,390.01,-122.7,-177.38,706.9,739.36,60.934,98.675,-89.564,146.61,-10.778,-56.656,-3.2507,58.186,61.976,-37.939,104.78,127.72,0
75.435,35.398,62.995,104.88,-97.327,-87.123,-144.14,195.87,74.918,-120.38,4.6691,144.48,90.877,67.437,-47.677,123.03,15.49,-55.14,92.254,108.77,22.192,67.465,30.781,77.703,0
-7.6947,7.4912,4.6919,11.857,-92.894,180.38,283.13,348.93,136.5,-91.803,-482.15,509.63,-96.659,27.117,136.36,169.34,104.51,37.088,-92.869,147.37,-45.92,-50.036,45.25,81.92,0
-0.40243,-70.823,23.737,75.913,-99.799,-37.345,-1.7417,106.88,114.19,37.126,30.233,124.53,12.65,19.214,82.193,85.457,26.312,-10.776,16.035,33.013,0.83241,23.559,53.606,58.672,0
27.818,37.853,9.0189,48.615,28.505,96.234,46.763,113.94,314.91,-188.02,-449.76,581.53,-224.16,-4.2021,133.76,261.67,-30.371,-91.873,69.697,121.2,-45.059,-3.5023,-5.3499,46.029,0
95.289,151.7,-47.381,186.46,46.937,-12.488,7.5892,49.713,102.03,-451.66,135.43,491.57,-182.17,-21.42,-835.08,855.03,-13.183,-24.036,19.772,33.958,-11.496,-1.554,64.285,65.326,0
-12.147,-16.807,-2.555,21.684,-0.38837,72.069,185.97,199.55,127.27,-61.805,-32.855,146.09,-27.458,118.1,90.899,152.52,57.566,-102.07,-48.152,127.76,19.442,36.501,-10.411,43.16,0
-5.4965,-15.664,-25.454,30.553,42.191,-12.218,-15.102,46.735,-83.784,153.21,37.911,181.52,-50.009,-50.804,-367.14,374.03,3.5401,27.948,-18.275,34.083,-15.296,-5.9045,21.026,26.921,0
-45.116,-36.056,37.429,69.687,-56.765,-124.03,85.388,162.8,19.196,65.56,-22.355,73.038,-24.606,21.857,-31.598,45.757,10.694,17.211,-17.555,27.205,-15.109,11.036,-2.0667,19.203,0
-43.234,-47.625,-26.707,69.837,-13.931,8.3201,18.194,24.626,113.47,-114.24,-60.5,175.26,55.308,180.11,-45.318,195.08,36.894,-134.17,-779.82,792.23,68.405,10.116,13.928,70.696,0
-32.548,24.158,35.89,54.413,33.012,7.3429,26.962,43.607,61.541,55.053,-80.787,116.09,-40.155,-55.316,147.35,163,-31.328,76.574,-19.405,85.363,-45.011,9.8323,-70.239,84.145,0
-19.902,-42.281,61.976,77.755,141.81,-43.583,-310.13,344.12,-284.81,8.1004,-444.03,527.62,22.756,-96.154,350.34,364.14,28.989,168.09,408.32,442.69,7.6965,-30.999,10.105,34.108,0
-20.7,38.765,29.555,53.281,19.017,-0.98211,17.058,25.717,-76.926,-69.574,301.51,319.11,21.467,8.8427,-42.816,48.714,-50.967,1.859,-105.37,117.16,61.878,30.185,177.79,190.99,0
-9.8083,59.799,-8.6858,62.663,30.577,7.3728,-57.926,66.08,-216.64,-24.995,-205.69,300.24,5.4247,126.68,83.93,155.21,-78.486,22.431,39.641,93.076,55.955,34.729,-41.736,78.232,0
3.1224,64.331,76.202,100.74,2.8194,6.3476,6.9035,9.8091,-119.09,-24.383,-174.49,213.63,57.685,-40.103,-177.15,190.61,-56.905,-22.599,18.147,64.329,72.951,-75.825,-16.079,109.64,0
4.6684,17.752,-8.6454,20.389,46.302,80.54,-81.109,124.61,-413.19,-168.64,673.67,808.32,469.14,407.58,-346.55,728.8,-199.09,-378.09,-597.61,735.14,27.116,4.4674,-49.555,56.951,0
45.071,-13.486,-21.818,52.303,12.655,-20.799,-52.243,57.872,-90.589,-155.92,-204.03,273.48,38.124,139.64,183.54,234.73,-33.011,-72.348,-197.75,213.36,15.854,-5.2735,2.2159,17.029,0
-122.04,-65.561,-12.692,140.84,3.7577,-6.2029,4.9402,8.8002,-352.04,-37.122,45.598,369.55,132.69,20.268,26.028,137.06,-45.523,-17.439,-47.815,68.823,91.102,26.763,-225.99,245.58,0
-17.164,-40.74,9.8433,45.807,33.373,8.6228,-19.31,39.948,49.792,-192.9,-387.64,438.41,-12.325,-46.831,-95.834,107.79,62.806,-64.386,-38.639,98.677,-36.64,-1.1834,-45.832,58.969,0
-6.5834,-34.854,-0.73679,35.728,-57.522,38.993,-15.694,72.075,188.87,-55.81,194.28,276.88,25.004,60.327,-24.419,70.215,25.946,-4.8962,-116.27,119.37,-16.385,62.924,-109.08,127.12,0
-19.624,6.7293,-13.816,25.23,-65.666,56.473,-11.312,88.373,237.7,-138.62,195.56,339.65,-69.042,167.16,-132.29,224.13,196.16,-96.892,1174.7,1195.2,-176.48,174.08,-779.2,817.94,0
-102.41,-11.349,-64.43,121.61,109.22,67.802,-271.08,300.32,-27.511,-108.54,205.44,234.31,-43.178,71.07,-223.86,238.94,-147.46,-108.64,127.05,223.57,35.61,113.49,-141.18,184.96,0
34.032,4.4443,-48.918,60.032,53.213,75.296,-97.17,135.05,-55.256,-33.225,-73.772,98.468,44.376,-1.2444,27.083,53.354,-50.224,-22.315,58.737,80.676,41.318,-19.5,-14.608,49.155,0
163.07,49.428,210.35,270.99,-270.34,-107.32,203.52,359.78,-221.41,391.21,378.8,588.02,227.34,-112.85,46.864,260.2,-63.684,93.095,-291.21,312.58,50.644,-0.56314,-6.4955,51.542,0
81.716,-9.022,-116.33,142.45,120.25,-89.426,-211.5,259.27,-473.95,38.186,343.11,595.31,26.214,-39.484,-132.43,140.75,-22.924,22.682,-23.03,40.209,136.42,-146.47,45.57,206.57,0
65.604,-5.2637,17.241,70.47,18.537,-4.7404,1.3555,19.536,-89.534,22.719,147.77,174.33,-34.923,-7.5949,22.61,42.663,-22.744,50.809,41.16,69.677,-32.015,-10.126,151.07,154.89,0
-73.11,-114.4,21.908,139.33,152.86,71.06,216.24,274.83,-150.19,31.972,-390.82,421.2,35.296,-58.656,3.8349,68.997,-65.041,43.479,-167.66,185.53,46.894,-40.819,-188.3,198.49,0
99.032,81.514,-119.74,176.08,-246.57,11.579,-88.228,267.37,95.038,-267.57,-1272,1304.1,-110.16,189.62,-264.09,344.04,181.88,-64.835,115.75,227.14,-73.751,17.359,-54.908,94.843,0
-24.03,-22.54,-77.872,84.747,-10.716,-4.2591,-14.68,18.798,113.38,-153.71,-485.32,521.73,33.04,147.59,149.22,212.57,4.3095,-64.293,-75.665,100.37,9.6038,40.516,-83.307,93.312,0
68.623,-68.237,-130.57,163.13,66.269,79.156,42.563,113.97,-59.852,-72.35,-21.778,96.988,-41.229,-6.6744,148.08,154.34,-9.2626,-42.994,7.1715,45.273,-6.0034,28.946,13.132,32.522,0
-236.53,381.81,-472.44,655.78,50.828,-118.9,-31.397,133.66,-20.582,107.52,-54.229,123.26,30.234,-51.705,94.28,112.04,-26.815,-1.0736,-74.221,79.214,-0.07592,-14.242,20.67,25.332,0
42.851,34.637,56.92,79.926,-158.02,235.49,83.087,300.07,131.85,-297.34,46.301,329.06,-23.784,125.38,-88.703,157.76,75.774,-83.894,306.38,326.63,-19.244,11.172,11.915,25.372,0
-24.936,61.37,-128.61,145,44.136,139.55,-382.37,409.47,46.818,-78.264,-415.64,425.7,-79.219,-34.973,-34.489,94.897,67.085,-20.741,20.384,73.39,-34.08,-28.256,-131.28,138.88,0
-21.746,-35.886,56.552,70.98,-145.65,81.241,2.7985,167.86,-107.37,-380.36,-88.349,405.6,-7.0081,56.393,27.052,63.934,113.39,-38.604,145.62,189.52,-53.471,78.434,42.412,104.36,0
