@relation ppevents

@attribute m3a real
@attribute m3b real
@attribute m2a real
@attribute m2b real
@attribute angles_b real
@attribute angles_j1 real
@attribute angles_j2 real
@attribute missing_pT real
@attribute EventType {signal,noise}

@data
555.811416413,485.940161069,261.469207069,237.12522631,0.520869710663,1.03856802755,2.60547138544,75.7169179615,noise,
235.690718405,358.928298028,125.558023449,95.0090147892,2.07961406394,1.15371022682,0.539105162358,200.752958689,noise,
255.775053508,252.976138742,199.781302159,96.3994826179,0.912484515277,0.090771730576,1.01100921189,207.235998419,noise,
167.325121904,193.790776864,47.3857532818,17.9022986819,1.84647237508,0.664629610976,0.117708786353,142.345750203,noise,
520.284570181,285.164435873,435.982150787,75.1805545157,0.607528244293,2.48504070019,2.54386920251,198.970351896,noise,
597.02053262,579.453643204,133.853865676,463.570974008,3.09781974874,0.333313855013,0.350633327095,234.844342988,noise,
133.767542418,183.739924093,86.1144167274,88.5836490756,0.99335702864,0.770308369496,1.48815692531,307.487244812,noise,
160.688961422,254.29044178,82.7238520911,182.999202845,0.470077631698,1.59634105431,2.0212421354,262.340317128,noise,
162.652258973,177.724705932,26.6709435205,20.6684274736,2.43537073266,1.97992771981,2.07540435262,196.129232457,noise,
474.543208776,180.788789322,381.545427746,134.755922583,1.66651330373,2.996870101,2.1602738707,287.314395915,noise,
192.510439078,263.682838264,110.942255613,214.034200587,1.73974950852,0.67783402731,1.83577558743,205.108567942,noise,
1001.89288342,699.830856844,918.550071839,107.663026855,0.551328222584,0.488897363237,0.477927350103,139.283060295,noise,
407.175482609,188.17284621,361.812724915,175.414324941,1.73062232345,2.17296615873,2.23607773204,34.6812766925,noise,
284.825589309,229.181641658,200.051701278,151.313279068,3.01771319153,1.9740781475,2.94661251522,478.559499491,noise,
326.815575212,177.760526615,140.137727805,149.349502063,0.378978877445,1.38132284909,1.57853748457,74.8674429495,noise,
1338.68084631,253.006340384,1304.8677317,210.843237919,0.0444568479224,0.37820324202,0.930211081951,282.337354473,noise,
215.940831294,246.389764365,90.5805236793,88.9361533876,2.19104199849,0.137400584395,1.48798451682,216.294934083,noise,
225.498626111,248.493391107,176.450571062,232.672532025,1.3825666918,0.204858296673,0.0707096702101,459.035963036,noise,
261.566909993,122.558316129,166.950261209,55.1084545278,1.34675660343,2.85543734706,1.57427683865,374.212478513,noise,
357.961067664,147.006672379,317.95094411,76.521671619,1.53075238232,2.89875528747,2.25108949305,168.171189337,noise,
608.280706221,413.931279862,484.233111667,279.973045311,0.801946031367,0.333105478884,0.73367522567,379.872673026,noise,
367.124613197,214.08458496,145.99813292,110.999311046,1.48129926014,3.04249626755,2.19250659197,109.314907624,noise,
213.071744583,164.291858623,132.874627023,50.7781426926,1.76263269995,0.779020529108,0.366104284178,72.2053705024,noise,
992.009488348,585.387961734,698.269880163,73.5820352451,1.94173508642,0.361180670371,0.810833093412,100.240880881,noise,
623.4483147,350.830512429,225.499232455,228.170841518,1.6819228702,2.02716135732,1.86334908722,315.174815996,noise,
222.606500311,116.802986539,76.3842616755,63.7756079367,1.0468343785,1.6302574794,1.53807354955,113.887549626,noise,
428.998132207,486.871195133,64.8463148074,144.479790051,0.275689021379,1.18854525929,0.87571334993,71.7808167541,noise,
1040.47254679,316.035499494,905.909756501,119.148372487,2.24249915176,3.0431189824,2.4267331035,490.424378756,noise,
157.656140232,260.718809905,104.512075466,228.074889362,0.624740612153,1.54460367707,1.55710662039,313.195877179,noise,
196.187289509,195.76598897,44.0894909804,78.7405141783,1.02484899331,1.40345171049,0.123336351035,243.717011522,noise,
