-20.752,44.462,72.395,87.575,150.88,59.617,116.48,199.94,-104.96,-100.99,535.34,555.02,74.91,-30.386,42.82,92.973,6.4074,-2.8931,7.489,10.272,13.032,-7.7448,-20.701,25.86,1
3.8134,-48.93,-120.11,129.81,15.993,-12.933,9.5742,22.773,48.645,-22.108,-10.586,54.627,21.842,32.884,-41.681,57.434,26.221,14.538,-63.384,70.183,-27.67,3.7907,-274.96,276.38,1
88.579,-4.2417,-148.36,172.92,33.734,78.886,-65.608,108.24,-38.375,33.038,-32.565,60.511,8.8174,-26.976,-9.2098,29.955,-28.058,22.609,-65.108,74.501,-13.612,-12.698,11.062,21.73,1
-18.665,46.162,-47.892,69.188,36.339,-64.137,-73.586,104.25,1.4719,94.403,65.044,114.96,-22.997,-0.46231,-20.801,31.18,26.322,9.7341,18.444,34,-0.54669,-25.04,61.482,66.523,1
-50.83,-25.306,-45.942,74.088,179.56,-48.5,-183.96,261.91,-225.73,-73.262,-540.15,590.35,59.457,21.322,-67.772,93.012,-50.426,9.2212,-69.525,86.628,42.812,51.057,-39.826,78.469,1
-194.18,68.256,-27.878,208.09,10.367,-95.543,23.885,99.983,-2.3118,-15.667,-4.1791,16.391,17.43,-10.133,3.5511,21.012,-31.571,-7.4464,-24.475,40.862,7.4309,19.134,0.40491,21.017,1
10.491,-54.608,-61.936,83.508,-44.977,-2.931,33.304,57.019,-26.594,-42.402,79.275,93.995,41.541,26.722,-59.461,78.217,12.505,-25.129,4.414,28.87,15.783,4.2995,-11.482,20.178,1
42.891,30.551,8.4287,53.598,46.466,-8.7931,-52.334,70.921,99.15,-57.546,-36.277,120.73,-35.832,3.1961,-90.11,97.209,19.225,-87.608,-15.407,91.282,33.564,30.006,-273.97,277.87,1
-54.796,-0.27246,-16.016,57.436,-44.173,49.531,-23.93,71.261,27.559,18.827,4.5224,34.184,-22.651,2.1164,-85.37,88.383,29.348,20.21,-83.356,90.884,-1.608,12.173,-27.636,30.329,1
-18.022,-21.654,21.023,35.256,75.867,-0.24815,108.76,132.78,51.075,33.792,336.55,342.2,11.013,-41.583,196.89,201.57,5.3494,25.73,129.58,132.23,-34.803,14.914,-5.9007,38.438,1
-9.9583,42.653,80.144,91.571,23.026,26.819,68.062,76.809,27.857,176.46,7.7246,183.73,-42.085,-102.36,11.268,112.87,33.553,17.491,11.504,40.235,-46.677,-14.257,70.357,85.698,1
154,17.692,-173.94,233.11,-226.99,-100.46,-601.58,650.93,66.593,46.95,-19.024,83.957,-17.026,-26.112,-25.302,40.331,0.13909,13.795,-41.178,43.443,-8.9527,-24.662,19.673,32.963,1
-38.462,-74.569,-184.44,202.76,163.49,99.991,-138.94,237.01,11.619,14.459,-59.942,62.858,-14.509,-11.44,-15.308,24.35,-5.9735,22.577,-212.23,213.54,12.433,1.633,-75.552,76.611,1
-94.772,7.574,-76.658,123.1,46.958,11.327,-77.547,91.67,-26.15,44.861,116.43,127.71,-22.164,-82.666,502.29,509.6,-33.825,31.013,52.163,70.327,-9.2349,3.4869,15.724,18.63,1
-12.728,45.637,67.358,82.8,9.4308,19.239,35.71,41.69,-142.8,26.996,86.958,169.86,-3.7227,22.216,-73.932,77.449,-54.78,-0.61846,-2.904,54.931,-5.3346,1.4594,-3.604,6.6012,1
-10.227,-129.89,136.21,188.68,65.466,186.89,198.12,280.24,-85.24,-83.106,6.6452,119.63,-3.133,20.671,-1.9154,21.182,-18.679,-4.4914,-480.04,480.43,-18.304,18.098,-330.99,332.04,1
