-110.83,-68.051,-139.11,190.67,137.47,57.891,-9.858,150.14,-126.03,40.327,-424.64,444.96,-7.8057,-85.951,-119.03,148.09,-13.856,-18.084,-62.723,66.888,19.075,-39.816,0.71204,44.838,1
22.645,-53.989,0.11456,59.679,-0.19098,46.565,-16.833,49.855,-281.2,-116.75,48.223,310.33,222.59,-110.7,-834.87,871.2,-1.6129,-14.501,3.7746,15.468,21.526,38.212,19.194,48.856,1
46.236,-63.405,58.383,99.009,-8.7623,102.29,24.385,106.72,297.76,102.69,226.08,388.9,-124.93,81.598,70.529,167.02,70.68,-85.236,-73.267,133.14,6.1622,0.418,-5.6345,8.3645,1
-27.377,-138.15,94.458,169.83,-28.898,184.43,-180.63,259.9,-107.4,-80.912,71.697,155.56,40.94,5.4734,-223.08,226.88,-24.263,4.605,-1.3554,24.971,-8.2941,8.9989,-5.7444,13.594,1
-40.028,-44.347,13.114,61.337,34.968,-65.91,-2.5924,75.942,-13.704,-51.239,-15.601,55.501,27.04,20.607,19.332,39.258,23.293,-41.117,44.033,64.948,42.17,-9.5721,-45.38,62.944,1
-91.227,-59.454,-29.819,113.18,30.524,-11.841,-2.1164,32.885,-65.87,-113.85,100.02,165.71,24.129,-13.15,-17.909,32.803,-30.625,1.69,18.006,35.744,5.149,12.443,-265.75,266.1,1
-33.564,30.574,-67.095,81.136,50.836,12.163,12.388,54.179,1.3978,146.39,4.5931,146.67,-4.9186,-12.04,-99.562,100.42,8.6335,13.238,-15.877,22.415,7.5286,-0.66524,-10.671,13.081,1
-59.903,2.7564,-11.569,61.591,20.824,23.308,-3.3787,31.471,-181.36,33.096,-274.39,332.28,157.76,68.492,-62.313,185.79,-29.281,-14.973,-89.944,95.866,-18.285,-9.4603,194.41,195.53,1
46.954,6.2418,9.6544,48.649,-120.37,110.16,-116.26,200.69,47.782,-99.208,-1497.3,1501.4,17.69,79.842,-96.516,126.71,-38.479,-81.42,-55.915,106.36,21.223,12.096,-23.634,34.347,1
9.4399,18.378,-2.1638,21.4,81.547,-17.308,62.428,105.51,22.413,-102.58,111.29,153.48,-62.712,-50.584,177.24,194.79,-34.216,-87.135,21.462,98.281,-18.731,-8.8452,8.7072,22.823,1
-91.856,-73.82,-125.2,172.77,4.5874,13.074,-4.5626,14.77,33.263,-116.86,-55.743,133.78,22.802,32.118,-136.27,141.88,18.662,-49.738,-206.41,213.36,10.515,40.3,577.66,579.17,1
