-20.7524063,44.4617076,72.3951078,87.5751813,150.883755,59.6168453,116.4783,199.937786,-104.957173,-100.988442,535.337123,555.021224,74.9096099,-30.3863888,42.8196217,92.973391,6.40740359,-2.89309183,7.48901348,10.2718121,13.0322202,-7.74480348,-20.7005786,25.8600094,1,
3.81344215,-48.9304864,-120.108611,129.811954,15.9928443,-12.9327922,9.57415018,22.7734059,48.6450051,-22.1075187,-10.5862911,54.6274653,21.8421077,32.8844187,-41.6809731,57.4336691,26.2211252,14.5375013,-63.3837353,70.1829866,-27.669837,3.79068257,-274.961194,276.382848,1,
88.5787262,-4.24169108,-148.362112,172.915885,33.7341082,78.8859394,-65.6079379,108.239137,-38.3751274,33.0381648,-32.5651264,60.5113431,8.81737531,-26.9760577,-9.20977191,29.9545738,-28.0580994,22.6085289,-65.1079974,74.5014675,-13.6123532,-12.6980112,11.0622235,21.7299286,1,
-18.6650686,46.1618132,-47.8918919,69.1879046,36.3388451,-64.1367407,-73.5858243,104.253716,1.47187187,94.4027057,65.0440287,114.963794,-22.9970253,-0.46230579,-20.8010826,31.1798683,26.3219669,9.73414827,18.4437898,33.9999255,-0.546685328,-25.0403295,61.4817938,66.523204,1,
-50.829829,-25.3061358,-45.9416441,74.0881065,179.558905,-48.4999971,-183.960443,261.909932,-225.725576,-73.2624078,-540.148062,590.350583,59.4566355,21.3221433,-67.771978,93.0118285,-50.4263702,9.22122332,-69.5246601,86.628499,42.8117116,51.0569842,-39.8257152,78.4689791,1,
-194.183342,68.2557848,-27.8779664,208.087378,10.367078,-95.5427925,23.8850525,99.9828521,-2.31184971,-15.6674441,-4.17910072,16.3910657,17.4301045,-10.1326156,3.55112835,21.0118195,-31.5714767,-7.44636264,-24.474649,40.8621261,7.43090643,19.1338432,0.404909702,21.016842,1,
10.4913985,-54.6077065,-61.9360056,83.5079693,-44.9767166,-2.93101372,33.3037137,57.0187553,-26.5938828,-42.4022002,79.2749627,93.9952687,41.5412041,26.7224985,-59.4606171,78.216633,12.5048177,-25.1287921,4.41398404,28.8695594,15.7833839,4.29948366,-11.4822649,20.1782044,1,
42.8905011,30.5509412,8.42874453,53.5982774,46.4661432,-8.7931322,-52.3344296,70.9209717,99.1502278,-57.5464018,-36.2765236,120.730676,-35.8323784,3.19612017,-90.1097506,97.208684,19.2247655,-87.6079473,-15.4071848,91.2816528,33.5643559,30.005521,-273.973487,277.868241,1,
-54.7959921,-0.272459626,-16.0155181,57.4359893,-44.1729039,49.5314447,-23.9303357,71.2605526,27.558603,18.8271998,4.52241825,34.1837271,-22.6509608,2.11641843,-85.3701535,88.383469,29.348416,20.2096864,-83.3556661,90.8841418,-1.60804871,12.1725748,-27.6363518,30.3288019,1,
-18.0223175,-21.6540895,21.02324,35.2562884,75.8668613,-0.248154735,108.755586,132.776717,51.0750821,33.7921806,336.552605,342.196204,11.0129224,-41.5829375,196.891498,201.568379,5.34944024,25.7296078,129.582956,132.22599,-34.8025221,14.9136556,-5.90066025,38.4382873,1,
