190,273,66.381,85.307,1.9814,2.2418,2.7792,125.58
209.47,432.99,78.948,341.06,0.069698,1.9667,0.44743,420.43
408.68,146.22,336.32,75.614,1.6759,0.76911,3.0188,680.04
155.92,207.72,66.969,64.755,1.4627,0.13065,2.0519,411.13
108.19,130.58,71.26,69.678,3.0358,1.3016,2.176,386.57
162.86,157.11,69.025,89.581,2.1086,2.2375,0.5601,451.52
140.49,125.24,53.668,23.725,1.96,0.2335,1.637,398.85
157.81,348.36,76.594,324.06,1.5583,1.1262,1.9475,336.36
572.21,165.8,373.63,39.187,2.9573,1.9096,1.0748,163.86
167.94,191.91,98.14,51.141,1.7352,2.2943,2.0567,328.53
246.73,584.7,146.06,564.57,1.5153,1.7952,1.4331,319.46
186.13,177.51,115.44,95.302,1.6958,2.5358,0.26214,290.79
221.13,81.494,175.41,28.08,0.65906,1.378,1.2516,630.71
159.59,117.28,87.193,70.73,1.9724,1.1442,0.018438,65.126
174.03,173.44,83.596,84.063,2.4242,0.95535,1.1638,63.889
324.33,139.56,122.76,82.381,3.0596,2.9515,2.4506,258.21
552.07,171.49,518.79,52.09,2.764,1.2196,1.6235,134.86
794.93,168.31,533.65,131.03,2.0564,1.4581,2.3755,378.31
120.6,150.69,56.516,76.424,3.0289,1.8465,0.88102,361.84
255.52,225.02,191.66,53.989,1.0272,2.3749,1.7703,277.76
250.49,305.48,196.75,232.63,1.4425,0.7211,0.7694,835.22
177.15,223.88,124,68.478,2.9575,1.7579,0.40086,454.73
182.46,279.52,110.9,138.67,2.1314,1.5571,2.9527,221.36
164.93,152.39,34.255,41.928,1.8517,1.3444,0.24741,196.14
171.63,191.69,121.42,92.855,2.8423,2.7299,1.348,89.358
189.54,287.82,70.694,173.47,2.7762,0.80295,0.32866,353.4
158.3,389.32,70.497,128.12,2.2239,2.0437,2.8403,585.14
182.11,173.1,99.141,124.85,1.3555,1.9185,0.95587,382.95
119.36,120.47,76.005,20.048,2.7765,2.2968,1.5242,457.2
241.54,191.85,74.097,56.873,2.6047,1.226,1.113,444.29
177.71,128.84,73.102,67.345,1.7883,1.9114,2.1233,160.02
179.63,157.95,88.189,71.63,2.5194,0.86385,2.2458,266.83
198.26,171.63,126.45,64.523,2.7524,0.63219,1.3344,167.55
142.7,276.38,75.978,146.11,1.7982,0.91307,0.23785,244.88
162.42,158.6,73.652,46.65,1.2374,0.61557,0.27262,377.78
425.94,326.86,312.3,64.312,1.2131,1.1915,2.8519,176.93
191.55,200.16,121.16,148.95,2.6066,1.9417,0.48563,471.9
391.06,141.91,296.78,58.155,3.1032,2.2649,2.5447,245.14
175.08,183.64,73.323,71.769,2.8715,2.6034,1.4782,142.23
234.87,171.06,123.73,83.712,0.015432,2.965,2.4652,232.47
144.58,175.06,73.386,90.82,1.5582,2.6038,0.3084,260.73
150.55,139.07,14.804,58.477,2.9514,2.6048,0.32287,263.06
244.94,82.837,218.27,42.153,0.23151,2.1333,2.5435,312.68
161.97,223.53,88.016,65.668,2.8638,2.4696,0.72794,260.32
184.47,117.75,61.542,33.093,2.1508,0.24542,1.311,32.731
262.49,253.93,149.05,101.9,1.3822,1.7174,0.092741,609.59
250.1,99.481,166.08,51.73,1.9838,0.84831,1.8309,268.21
260.79,153.06,214.78,63.25,1.4021,2.1695,2.893,328.03
438.63,123.85,225.81,51.257,3.1002,1.7379,2.4005,173.72
155.28,194.11,39.845,88.023,1.6988,2.976,1.981,210.5
152.46,246.54,23.481,41.714,2.8195,1.7182,2.7739,359.37
172.53,91.455,90.699,13.719,1.8218,3.0334,2.751,491.17
176.77,103.48,68.335,47.626,0.074573,1.2851,1.7675,72.04
143.99,140.77,74.948,35.562,1.5269,1.8805,1.7812,320.2
286.21,118.69,196.91,59.71,1.4914,0.32807,0.60639,550.53
452.67,130.71,346.67,107.51,0.93599,1.4578,0.42943,763.64
161.44,203.58,60.065,53.599,2.8436,1.2937,2.5891,193.85
132.26,173.16,70.511,100.7,1.9626,1.939,2.6522,92.963
207.3,225.12,141.4,127.37,1.9194,2.6368,0.27148,179.38
148.28,199.4,86.387,141.88,1.6549,1.137,1.9606,640.7
192.68,52.588,98.05,10.983,2.5915,2.5889,3.1333,447.7
203.94,169.67,92.329,80.673,2.6146,2.844,2.5604,427.6
425.99,86.335,353.56,35.971,1.9388,1.4376,2.6787,313.26
480.21,188.91,283.31,70.824,1.4302,0.15232,1.484,831.57
755.24,163.79,586.29,61.263,0.37168,0.53128,1.5766,525.42
126.28,240.67,98.38,100.74,0.41501,0.75311,1.8172,124.17
176.23,543.36,137.95,146.16,0.83139,2.1139,0.74586,182.91
176.41,194.8,43.19,82.065,2.3416,1.5,3.0213,374.02
173.77,292.48,70.934,50.123,2.3768,3.074,1.3738,259.08
336.92,165.41,182.55,69.427,1.9342,1.0337,0.018103,763.45
600.54,166.24,207.74,48.434,1.2864,2.8378,3.117,685.41
163.19,120.33,69.39,79.343,2.8298,1.6417,0.62816,183.54
174.59,256.71,51.809,55.011,0.087266,0.56268,2.014,79.099
213.08,30.969,199,12.954,1.4589,1.8902,1.249,368.28
152.91,124.73,16.138,24.22,2.8001,1.7411,1.1642,606.73
172.04,102.42,116.28,28.221,0.64998,1.4166,2.1369,291.19
240.13,150.03,188.22,80.071,0.35611,2.7058,1.652,662.62
378.75,177.9,249.05,86.113,0.22017,1.9279,1.3149,193.45
121.83,90.41,64.088,40.763,1.413,0.32869,0.36762,430.06
181.68,68.577,64.21,29.018,0.32662,0.99652,1.9221,179.13
238.5,188.21,123.51,42.317,0.30086,1.5932,2.267,247.67
