338.62,326.15,289.26,143.52,1.0853,1.1331,0.19426,317.54,0
533.8,136.06,300.16,33.718,0.36976,0.5023,0.076192,267.69,0
307.49,208.21,197.39,152.45,1.5732,2.3816,1.8334,218.81,0
505.08,137.85,363.25,65.899,1.2081,1.2859,1.4302,47.788,0
341.02,175.48,230.82,73.288,0.55342,0.91501,1.8431,271.46,0
211.83,207.08,149.31,85.906,1.1209,1.3607,2.0771,202.58,0
210.36,512.06,178.32,128.8,0.07435,2.2783,1.7866,164.97,0
136.48,199.16,67.148,188.11,2.1269,0.4423,0.49807,299.27,0
341.01,338.57,196.06,64.863,2.7719,0.016107,1.0335,732.92,0
428.92,265.87,362.61,76.693,2.9783,1.07,0.97651,53.643,0
501.38,202.47,352.62,78.129,0.13146,0.66163,0.012295,334.99,0
265.22,226.72,97.729,141.75,2.4727,2.6022,2.461,251.24,0
680.73,152.95,370.9,58.486,2.587,2.7338,1.7474,120.23,0
252.4,225.93,130.05,61.05,2.8503,1.4912,1.9588,90.061,0
344.62,173.67,319.52,46.46,0.2551,1.9971,2.8834,150.52,0
360.09,165.6,253.14,91.328,0.5032,1.0744,1.2571,244.22,0
159.99,160.04,118.17,110.66,2.1881,1.0265,1.4972,192.71,0
255.47,289.69,146.57,179.25,1.3211,1.4862,1.0235,494.27,0
578.17,158.61,475.24,29.525,0.55671,0.77466,1.1676,199.7,0
336.63,207.59,118.71,38.024,2.3914,2.6679,3.0063,153.46,0
955.55,295.14,911.14,49.166,0.34965,1.8146,1.199,410.55,0
227.99,267.26,105.88,120,0.71814,0.70343,1.2378,145.78,0
221.46,511.37,123.17,184.65,3.113,1.3028,0.84386,308.35,0
199.52,114.33,112.14,45.084,1.3555,1.7722,0.41513,226.31,0
398.4,276.18,283.99,48.101,0.12615,1.3373,0.86423,101.44,0
217.07,363.72,127.11,168.71,2.1364,1.7151,1.9018,31.268,0
474.62,260.97,404.93,111.53,1.983,0.99871,1.635,139.75,0
191.89,159.96,81.059,33.495,0.23992,1.5902,2.1353,183.68,0
536.59,165.5,463.03,116.79,1.1272,2.2724,2.8174,264.32,0
813.78,235.29,704.99,117.43,2.0917,2.0277,0.78504,71.174,0
558.08,422.02,342.41,82.186,1.0938,1.0997,2.6053,274.78,0
419.45,136.95,187.48,72.73,1.7923,3.0828,2.7688,78.706,0
134.67,96.426,68.31,80.562,1.4238,1.4728,3.1079,259.96,0
216.71,93.929,182.54,48.028,1.0262,0.87547,0.058122,265.7,0
119.05,91.986,84.283,78.615,2.4399,2.6542,2.426,439.53,0
224.48,133.45,216.28,91.714,1.9656,0.76507,0.75934,213.28,0
180.73,207.16,97.406,47.274,0.3973,0.31201,0.45485,134.68,0
242.35,162.84,100.83,49.29,0.98595,1.9628,2.3789,233.47,0
183.7,206.3,97.993,95.53,0.37089,2.2127,1.6768,235.89,0
229.14,155.79,129.98,69.475,1.46,0.72296,0.88289,341.53,0
322.13,214.7,99.672,134.27,2.4395,1.1219,0.65666,131.02,0
397.62,232.12,261.48,62.203,0.16915,1.7084,2.6659,342.87,0
142.86,156.78,73.378,59.513,1.1951,2.4908,1.2679,172.07,0
543.31,260.82,436.55,114.67,1.497,2.7606,2.7586,39.768,0
171.26,281.41,133.42,19.239,1.6412,2.7855,2.8512,199.3,0
151.14,119.97,89.304,53.368,2.3118,2.8825,1.5393,635.27,0
192.13,233.33,70.045,40.164,0.95269,1.8087,2.1982,104.29,0
285.53,195.45,236.8,47.531,1.7943,2.7499,2.682,146.78,0
330.73,226.57,232.28,37.154,1.6595,0.16207,0.37328,135.39,0
184.72,104.07,130.06,76.744,1.6407,0.14224,0.64557,260.39,0
237.45,168.99,74.496,59.48,0.68771,0.68983,0.18791,80.71,0
221.07,175.92,131.5,62.715,0.48076,0.57139,0.39134,225.51,0
666.57,426.67,571.35,110.09,0.22605,0.82188,1.9688,407.96,0
413.35,163.51,170.69,73.056,0.87221,1.1813,1.759,114.27,0
181.64,228.66,134.91,114.6,0.3463,2.1598,2.3981,181.73,0
178.22,211.09,92.437,116.68,2.4741,2.5439,3.0616,237.63,0
343.38,194.41,149.13,175.49,2.5354,2.8377,2.8116,290.05,0
294.97,199.85,211.7,86.54,0.75226,0.3916,1.3708,247.42,0
756.68,214.48,667.46,58.273,0.0022291,1.7589,1.0574,354.36,0
314,276.33,89.151,73.235,1.8162,0.58637,1.9765,256.05,0
528.34,361.18,400.21,25.853,2.3276,0.41305,0.83166,65.828,0
398.47,285.9,299.41,87.123,1.7179,0.4907,0.46328,127.05,0
128.54,202.89,99.27,78.108,0.23348,0.87217,0.10039,215.96,0
337.11,375.12,230.43,254.26,1.7484,0.35694,0.62672,315.68,0
154.96,147.89,41.411,77.996,1.7884,2.407,2.1718,102.94,0
153.09,159.7,49.419,45.675,2.2319,0.64336,0.14767,44.407,0
366.99,142.98,251.05,83.506,1.2696,2.348,1.1745,158.44,0
224.18,238.71,83.437,44.249,0.77042,1.99,2.5825,180.56,0
140.86,176.29,118.79,87.825,1.8875,0.78376,1.0997,143.58,0
536.21,389.61,369.45,183.53,2.1431,1.2821,1.1682,94.208,0
396.4,189.33,235.1,59.572,2.1979,2.8959,3.1261,132.88,0
230.29,355.51,145,60.013,0.78151,2.2091,1.4971,205.85,0
266.12,225.8,64.265,87.851,0.13427,1.6313,2.5512,378.21,0
743.21,242.88,712.89,161.64,1.3011,2.0356,2.9835,94.227,0
237.86,103.49,119.25,47.798,2.1528,1.3129,2.3948,95.211,0
267.16,174.08,60.598,83.577,3.1003,2.4144,1.81,234.57,0
296.61,208.81,245.92,80.848,2.554,0.9461,1.5637,420.04,0
332.55,341.66,281.91,165.11,1.8597,1.5762,1.3085,243.74,0
479.12,260.7,418.43,94.302,2.4458,0.96707,1.4711,190.43,0
156.2,208.26,81.479,117.38,2.4001,0.3084,0.25361,131.43,0
384.87,157.83,46.613,86.397,0.72288,2.883,2.8849,167.8,0
138.68,276.19,79.795,173.72,2.6018,0.34997,1.5445,193.95,0
231.6,365.12,110.78,311.14,2.5913,1.8288,0.15349,244.17,0
375.17,353.53,346.23,245.68,1.2734,0.95095,0.54045,53.534,0
170.41,172.27,71.848,54.181,2.1693,0.21721,1.5401,197.02,0
423.27,294.36,389.94,180.9,2.4569,2.4901,2.3958,121.04,0
431.81,285.56,186.17,123.41,1.0869,0.38748,0.21452,412.5,0
