555.81,485.94,261.47,237.13,0.52087,1.0386,2.6055,75.717
235.69,358.93,125.56,95.009,2.0796,1.1537,0.53911,200.75
255.78,252.98,199.78,96.399,0.91248,0.090772,1.011,207.24
167.33,193.79,47.386,17.902,1.8465,0.66463,0.11771,142.35
520.28,285.16,435.98,75.181,0.60753,2.485,2.5439,198.97
597.02,579.45,133.85,463.57,3.0978,0.33331,0.35063,234.84
133.77,183.74,86.114,88.584,0.99336,0.77031,1.4882,307.49
160.69,254.29,82.724,183,0.47008,1.5963,2.0212,262.34
162.65,177.72,26.671,20.668,2.4354,1.9799,2.0754,196.13
474.54,180.79,381.55,134.76,1.6665,2.9969,2.1603,287.31
192.51,263.68,110.94,214.03,1.7397,0.67783,1.8358,205.11
1001.9,699.83,918.55,107.66,0.55133,0.4889,0.47793,139.28
407.18,188.17,361.81,175.41,1.7306,2.173,2.2361,34.681
284.83,229.18,200.05,151.31,3.0177,1.9741,2.9466,478.56
326.82,177.76,140.14,149.35,0.37898,1.3813,1.5785,74.867
1338.7,253.01,1304.9,210.84,0.044457,0.3782,0.93021,282.34
215.94,246.39,90.581,88.936,2.191,0.1374,1.488,216.29
225.5,248.49,176.45,232.67,1.3826,0.20486,0.07071,459.04
261.57,122.56,166.95,55.108,1.3468,2.8554,1.5743,374.21
357.96,147.01,317.95,76.522,1.5308,2.8988,2.2511,168.17
608.28,413.93,484.23,279.97,0.80195,0.33311,0.73368,379.87
367.12,214.08,146,111,1.4813,3.0425,2.1925,109.31
213.07,164.29,132.87,50.778,1.7626,0.77902,0.3661,72.205
992.01,585.39,698.27,73.582,1.9417,0.36118,0.81083,100.24
623.45,350.83,225.5,228.17,1.6819,2.0272,1.8633,315.17
222.61,116.8,76.384,63.776,1.0468,1.6303,1.5381,113.89
429,486.87,64.846,144.48,0.27569,1.1885,0.87571,71.781
1040.5,316.04,905.91,119.15,2.2425,3.0431,2.4267,490.42
157.66,260.72,104.51,228.07,0.62474,1.5446,1.5571,313.2
196.19,195.77,44.089,78.741,1.0248,1.4035,0.12334,243.72
237.77,160.46,104.5,19.961,0.11396,0.01119,0.52326,636.95
436.45,233.69,342.19,84.522,2.617,3.0205,2.1632,109.18
362.06,320.48,264.75,101.69,2.8623,1.1281,0.85156,126.67
472.86,136.37,418.71,40.75,1.794,0.85568,1.3304,404.1
186.58,231.87,84.582,23.535,1.4041,2.1349,2.2566,65.541
161.3,152.69,56.682,84.399,2.5774,2.436,1.9069,193.22
171.65,184.74,67.108,123.41,0.65692,1.8164,2.2891,232.11
287.76,214.18,174.02,71.497,1.5113,0.24381,0.60636,206.15
373.11,156.74,144.68,34.335,1.8647,2.2946,1.9857,267.14
232.91,168.35,138.07,60.892,0.73991,2.2857,2.3072,428.92
182.51,108.93,62.88,46.392,3.0966,2.2001,3.026,171.57
364.8,158.6,76.975,73.198,2.0655,1.2314,1.119,151.5
213.6,161.52,108.99,44.501,0.54409,1.5987,2.1139,167.14
242.11,264,119.75,81.071,0.49547,1.82,1.9509,74.156
594.08,221.73,483.62,24.57,1.6977,2.9001,2.3746,85.094
247.47,180.22,123.39,81.373,1.6566,1.3838,2.6807,235.56
738.1,399.33,678.17,191.69,2.0727,0.79584,0.49801,146.3
161.24,67.482,76.597,17.819,1.9177,1.7039,1.8525,246.59
593.99,255.83,317.59,55.361,0.40816,0.55193,0.39391,566.14
178.46,70.526,73.639,55.627,1.6021,1.1005,1.3167,41.488
170.48,239.21,121.08,71.598,1.7798,0.51299,0.03216,170.76
172.95,226.01,73.576,125.98,3.1096,0.57134,0.84863,274.69
415.37,319.76,107.22,112.66,0.5166,2.4098,2.3327,254.76
198.68,214.22,114.75,81.783,0.89452,0.37767,0.11961,652.15
328.89,159.1,326.1,84.801,0.0071698,0.012067,0.29689,255.73
427.73,170.02,385.93,34.126,0.12156,1.8056,2.1488,13.908
144,160.24,86.701,33.915,2.779,2.1522,1.7,196.01
369.36,156.74,249.6,82.642,1.1714,0.49669,1.4586,206.57
120.35,109.03,45.917,56.127,2.8306,1.5701,1.8798,191.29
212.33,299.73,178.6,48.748,2.5347,3.0492,2.7215,241.63
224.18,184.59,125.44,81.995,1.8026,1.2423,0.31506,232.73
208.63,341.19,119.4,112.07,2.8808,1.7412,2.9164,253.03
552.24,184.21,55.641,43.706,2.6373,0.09185,1.5737,272.74
486.51,283.12,344.79,198.36,1.2671,0.21716,0.10097,344.84
360.99,192.56,252.68,32.103,2.6743,1.292,2.2672,139.8
205.79,349.02,184.15,39.702,2.3496,0.54739,1.8046,156.63
191.58,252.78,74.531,64.35,0.3409,1.3748,1.4348,109.5
173.47,458.97,135.13,106.98,0.70408,1.6474,2.413,355.45
254.03,118.24,140.86,27.248,0.74951,0.63043,1.1097,189.5
135.57,159.54,61.507,89.322,2.5717,1.0547,0.81094,552.5
200.59,202.26,75.818,115.23,1.1779,1.8282,0.76381,174.86
485.16,763.9,198.06,181.73,1.0325,1.9062,1.5099,168.34
808.78,296.27,758.62,138.72,0.34684,2.3624,2.9544,187.43
358.53,143.77,333.49,63.185,2.4379,3.0093,3.0766,226.8
184.88,164.6,76.436,56.795,3.0113,2.4279,1.887,187.83
124.17,144.79,68.136,37.79,3.036,2.8754,2.2217,339.59
273.39,205.24,252.33,123.57,1.8829,0.52546,1.4511,403.24
760.87,117.29,626.68,30.128,2.608,2.2753,2.3651,196.96
184.98,271.43,40.992,86.454,1.8134,2.1704,1.6349,22.591
181.23,297.01,80.385,104.8,1.3024,1.3669,1.3952,176.21
331.96,180.39,256.94,79.316,1.0076,1.8528,2.0839,227.24
385.86,166.61,139.76,88.771,0.02726,0.21917,0.63902,150.16
226.91,183.41,118.29,51.544,1.3352,0.45999,0.17722,102.57
157.42,193.62,58.971,65.025,1.8401,1.5831,0.80426,260.12
312.69,636.27,142.72,95.057,2.0412,0.66239,0.5335,344.59
478.45,217.09,310.3,135.42,1.3817,1.9511,0.88059,68.278
303.65,167.1,212.21,38.485,0.46916,0.92586,1.2697,92.253
171.31,154.29,145.82,27.599,0.42219,1.223,1.4165,142.73
364.06,191.43,224.26,42.041,2.9887,1.1006,1.2804,156.1
486.35,156.64,414.37,83.077,2.09,1.2005,2.1994,76.679
258.09,506.32,214.97,481.99,0.62136,0.57856,0.64164,269.65
344.22,143.7,298.19,110.59,2.2895,1.5231,1.3596,274.27
302.64,173.59,241.86,111.88,1.2769,0.32278,1.3479,174.29
251.78,179.65,197.72,138.26,2.203,0.25886,0.0067914,116.68
156.34,106.73,39.734,65.623,0.15516,2.3861,0.58262,152.78
236.76,161.39,145.44,69.778,0.98594,0.33128,1.648,115.87
