23.97107,-15.9877322,-28.3102763,40.6003616,-11.7522854,27.6590202,-2.14762944,30.5421994,-97.5075116,-110.890818,-125.68317,194.36219,-4.36805898,-84.2484536,-46.7500652,97.4396691,-50.3625086,-52.2161194,12.6843179,74.0582281,-69.4616095,18.7005492,-6.68966538,72.9430421,1,
-16.6165593,23.2506534,-25.4439775,38.3549666,-18.6449775,7.33945464,-32.2504907,38.3399347,-16.3916419,98.655083,-26.5530142,103.881413,37.514475,-53.1552773,-84.5838658,107.028152,28.3921867,37.991955,23.7504463,53.3296139,34.8686136,22.9554024,-28.812066,50.8002966,1,
-45.6616271,-112.23444,-93.5205244,153.178961,46.1129564,19.3728382,-61.4437881,79.6797558,27.4744435,-35.0180614,-100.89768,110.382824,4.95388559,11.9597041,12.0658458,17.6963313,8.96534594,-9.84192275,-9.42101763,16.6533589,5.72585307,22.5300503,-14.9963767,27.9958344,1,
-148.003555,71.4633024,-35.9246002,170.650152,-150.896015,-34.4591713,-4.87344458,155.642276,105.095243,37.970294,-3.61619963,113.481973,5.11220394,29.2914036,10.9776696,31.6959017,106.551297,12.4477456,-143.952196,180.767919,-44.4117111,36.5555931,14.964367,59.8018345,1,
66.3784076,13.4204394,-142.799307,158.81391,86.9635471,-41.2193862,-104.093754,143.076378,14.5711237,37.0535631,-50.7312548,64.5862386,6.5512943,-32.1219168,55.7828503,65.0186564,33.4115628,34.8141408,-420.770639,423.570853,14.4130076,-25.4103069,-89.7828554,94.4586791,1,
34.9367026,-4.03858573,20.6484216,41.1799126,26.121821,-49.2844547,-17.5278535,58.9566005,-275.3098,180.930935,-176.548227,373.998833,25.1570953,16.2260952,-33.7849788,45.4256023,-6.98668684,11.3123224,35.3171384,37.9017391,45.6739785,-7.65502541,-40.1869574,61.8531664,1,
14.7627776,33.9443543,-40.8031589,55.4614359,-17.0078597,-56.7504012,-29.1882193,66.4724089,64.3529873,31.4381953,76.2466845,104.895598,8.33863922,6.53760587,3.03149742,11.0900663,43.0949643,13.1290906,150.276506,157.075322,25.8659161,32.7609201,149.304937,155.230173,1,
56.288391,13.4592179,-46.2389023,74.8510595,-19.9844411,178.335331,-77.0485691,196.068228,0.266232902,-391.354494,373.174974,541.332958,-52.5227097,142.4842,-163.258956,224.664098,61.4667408,-65.8136066,60.4670974,108.910932,-70.5044137,56.7763284,-81.1944211,121.708341,1,
45.2082067,-101.610485,-173.209706,206.060571,-71.7640839,-15.7861684,73.7609342,105.127196,88.084658,1.93597047,-101.167707,134.507446,7.40945666,56.651765,-61.1700294,84.0046885,29.697302,-22.8354548,2.19544029,37.8790375,7.85281873,-0.282971539,-2.97136847,8.54820262,1,
-11.3769228,18.6117991,-6.19110128,23.1230366,55.6534922,47.4939467,-60.1259007,97.0440804,40.6652271,29.8281502,-120.026706,130.248932,-33.9585319,30.2694623,-486.762162,488.92715,10.1813972,14.9068337,-4.64710832,18.7350053,-10.0382263,6.53769147,45.1781727,46.7881697,1,
40.6022453,-1.86691713,12.3220727,43.0027244,61.7774759,54.785211,-116.457127,143.162925,4.49154895,114.557109,-29.8692622,118.631955,-11.42841,-63.4742022,-482.539112,486.923113,-109.033202,73.5508881,-55.6258311,143.452908,18.3165383,-37.2561455,-120.669934,127.652575,1,
45.0498705,92.9516248,80.2806668,131.149975,-83.4220665,2.14182722,-26.5736858,87.7892681,37.3864957,55.5716925,139.812815,155.716646,-18.4895025,30.3047004,147.820185,152.063034,92.7085708,82.8431361,23.9492667,127.85235,8.09211877,1.39437506,-0.129120647,8.22075868,1,
-3.98239115,5.38880402,12.1818726,13.9037015,-3.75718462,26.8411648,38.0375389,47.3594068,104.246136,-48.1055259,83.1277652,142.187849,17.5544451,40.7187452,144.397136,151.34987,-13.2850055,-130.313553,87.3997467,158.098022,8.62694564,9.48087607,-8.9347996,15.6300441,1,
-32.0341961,20.5167163,-41.4272788,56.5938906,129.742416,5.90079906,-30.4046464,133.851993,-548.435966,82.6756476,-335.832477,649.110989,36.8548147,2.22288776,-58.9171625,70.0011509,-57.458833,65.9294324,48.5592276,100.320384,-26.2622493,-10.4590825,43.361129,51.8149564,1,
27.1913403,25.6606193,25.1492018,45.2201708,-42.1364679,-19.5878974,33.2709394,57.7694982,111.568067,-110.084041,210.751289,262.950867,2.80074961,-16.310302,64.7058477,66.8049121,-9.64893938,-92.8876867,8.62524115,94.0400866,-4.30673596,-6.50050683,-1.08580604,7.90029639,1,
57.1863424,-14.2702151,-28.7661373,65.9851597,-52.267454,60.3347149,13.1449985,81.278166,45.4231332,-110.332946,-245.936898,273.429784,-32.2329926,-79.9406168,-39.9294432,95.1926878,58.8448985,-70.4417411,-29.70268,97.3652604,-12.7280364,6.2360699,-18.7099532,23.5993014,1,
